Title	Review
FALSE ADVERTISING	The ad for this game showed that at level seven the colors were neon and it looked pretty cool so I thought 'Oh! This game looks cool! I'm going to get it!' So then I went to go get it. I've had it for a couple of days and it's definitely addictive, but I got to level 100 and I still haven't seen the colors that made me get the game!
Good	I like it but when I use the “walk” button it never works heh
غلوي	حلوه و كيوت
Dookey	Ninja is a new phone it’s a new phone and a new iPhone and I love it I love the new update and it I would like more new and more games to add new levels and new play Fortnite .
Really glitchy on mobile	I love fortnite but on mobile it ways lags and Evan at full WiFi connection. If you do get the game don’t get on your phone or iPad. If you do you will regret it.
Put 60fps in the game	Hi if your reading this epic games pleese put 60fps because it will be a lot better than 30fps
Good game!	So, this game is really, really good! But, I think this needs to be sorted: my cousin wants to gift me a skin now since gifting is back, but he can’t since 2FA isn’t enabled, and I’ve tried to tell him how to do it, but it keeps saying he can’t do it. Just get rid of 2FA for gifting, please!!
Best game play fortnight	Fortnight is the best not for young people
Fav game But.....	I love this game it’s so fun But the glitches the lag the FPS the ping terrible it used to be fun until season 7 then it was to much polar peak was awful I always die of fall damage unless if I get balloons then what does Fortnite do they vault pump shotgun ballons cligner dynamite dual pistols so many others destroy retail and tilted then they add neo tilted and mega mall thinking everything’s OK but it’s not it’s worse Fortnite I will give you advice stop updating quit Fortnite and make a new game a fresh start I don’t mean to be rude but somebody has tell you and it’s me I love now it’s OK but here’s your chance to have more money and it’s the easiest way stop make a new game maybe change the genre i don’t really care. Overall good work on your game good luck!
Best game ever	It’s amazing even on mobile it’s great
Hi world	I love this game honestly, but I’m a switch player. I am just writing a review on mobile don’t ask why. Updates are awesome, with new items, cosmetics, battle passes, or locations. so I love cranking 90s on people and triple ramping so yah I hope fortnite wont die cause I’m writing this in season 9
I love it	Now helix jump is a good game because u don’t have to use WiFi and when u are bored you can play and also it can be very entertaining WHO EVER MADE THIS APP IS A SUPER STAR.
Great game, needs improvements.	This game is my favorite phone game. One thing, every time I die, I go back to get my stuff and the game crashes so I have to do it again. Also, the game will randomly crash.
Ellie	Hi my name is Ellie and I play the game and it is a good game 😀
Love it!	Fortnite is fun for all ages.
Love this game!😂😂😂😂😂😂	I love this game!I can’t stop playing it!It is so fun!
The best game ever	I recommend U play this game it is the best
STOP PUTTING RAIDERS IN CONVOYS	Deva read pls STOP ADDING RAIDERS TO CONVOYS NOW I LOST MY MEAT FOR MY DOGS
3 spooky 5 m3 m9	"DiS dOo DoO mAdE mE dIe

(also it cant get a better rating than clash of clans soooo...... BOMB IT WITH 1 STAR REVIEWS BOIZZZZ)"
Awesome but drive you crazy	It always crashes or exits me out of the game but the game is good but not crazy good
Add ipad air for mobile	Plz add ipad air not air 2 the original one on mobile
M	This game is very fun but when I pressed second chance after I died I watched the video and it took me straight back to the start of the level!
Ads!	"There are soooo many ads! I was honestly okay with watching them after a couple rounds or whatever. Now there are so many that it makes the game and my phone lag to the point I end up dying regardless. So there’s that....

Update: downloaded it again several months later and the same problem is still occurring."
Every devise	Epic pls make Fortnite on every devise
Haib9211	Fortnite
By:lonemuffin08	Very fun game and great graphics but there are some mean people but there are mostly nice people and you have to be very smart to win the game so that is why this game is so good plus it is free.
Plane	Every time I exit the plane my app closes fix this
🍌🍌🍌🍌🍌🍌🍌🍌🍌🍌🍌😱	I always love to play this game on spare time or whenever I have free time. It’s so much fun to get 1st place every time I play ( I really do get 1st every time) keep up the good work!!
I hate Fortnite	I hate Fortnite it is the worst game I have ever played And that is why I give you one star
The update does not work for mobile or just for me?	I just updated it, it says server not responding i wait it out it says login fail I put in the logging it says the same thing I cannot even play fortnite
Diselike	I don’t like it cause you have to have a different divide to play with
I hate you	I hate you Fortnite and fix the joystick for iOS in 1 day or 3 stars then 2 the n1 then I’ll keep doing one star
Great app	Great game
Magydx	This is so good it’s amazing
It good but I have some questions	Can you make a free battle pass for season nine. How do you change your name? Also it will be cool if you let us get a free skin every Friday but change what kind of skin it is each Friday like first item shop skin then tier skin then a challenge skin.
Fortnite	"I honestly love fortnite I play on PS4 and mobile I wish I got free battle bus now I’m very sad at myself. 

Ps.love epic bye"
Hi	I’m coming for you Fortnite😡
Fun but...	Fun game but it has a lot of bugs it needs a fix and it crashes a lot please fix this crab 🦀
Epic games are the best	You are the best but I have no v bucks can you give me 6896589886
AWESOME GAME	Fortnite is a awesome game free to play I have so much fun the only problem is it uses my battery way to fast but overall awesome
Fortnite	Fortnite is awesome the best game ever but I do need some help playing and getting victory royals but I do not like that it locked my account forever.
I can't use it on my iPod touch！	It’s said that I can use it on my iPod touch.But when I play it, it’s said that  should have 2GB memory to run!
Please	Hey epic games is it cool if you can make an update so that way iPhone 6 an 6pluses can play fortnite please hey ios 12 6plus at least because a lot of kids only have an 6 or 6plus to use plus 6 plus can buy more gigabytes come on plz. You know what epic don’t you see thousands of people have a iPhone 6plus that would kill for fortnite that will charge for a skin infact my big brother almost spent 300 dollars on fortnite skins imagine how much all these people with a iPhone 6plus would.
It takes too long to load	Fortnight is a good game but it takes too long to load
Best gun game	This is the best shooting and gun game ever released u can buy skins with v bucks which is the in game money but u need to buy v bucks with real money
This game is trash!!!!!!!!!	This game is trash because it does not support iPhone 6s+🤬🤬🤬🤬🤬
Its good but can someone please help me get a victory royal	I am 👌🤔😐😑
Bxhdhdhdh	Awesome
Gg	Good game yayyyyy kisses and rainbows🙄 JP its a good game
Amazing but to many adds	Helix jump is an amazing game but there are so many adds. Every time you die or pass a level there’s and add and you do that every second of the game. The game is all about trying to pass the level so instead of getting an add you should add a money thing or something to you can buy more things to buy.
Broken	This game was great until my setting started to go missing like I edited my hud and one of the inventory slots are gone and the joystick just disappeared I tried to fix by putting toggle to sprint but it’s still gone I can move and stuff but I can’t auto run. So if you’re reading this please fix. Thx
😬	I think it is an ok game
Review	This app is great you can choose from many balls and splashes it is so fun and creative
Best game ever	I love this game is so fun nonstop fun 😀😀
Why what’s up	#BestGameOf2017BallLexiDon’tWantToDoOnIt
Save the world all platforms	You should have save the world an all platforms
Thank you for the great game	I love fortnite. I’ve been playing it since it came out. I just wanted to say thanks to epic and everyone who works there.
Too many updates	I don’t play this game a lot anymore for one reason. Too many updates. I swear every time I get on every once in a while there’s an update and it takes forever. To the point where I’m going to delete fortnite. Some of the updates are also just a waste of your time it’s like u have to update it to get s new mode or something and then update it again to get rid of it. Like really ?
